0.209896587,0.078686089,1
0.292129347,0.144342398,1
0.530455196,0.81711919,2
0.652130007,0.549577326,3
0.200281485,0.11567894,1
0.234604913,0.114927596,1
0.596645412,0.535174867,3
0.482221818,0.806930616,2
0.484833513,0.784728763,2
0.231059793,0.112579887,1
0.585289321,0.823359632,2
0.558816074,0.59226176,3
0.540309912,0.832634676,2
0.502215868,0.857259984,2
0.260451897,0.172262455,1
0.225126106,0.130092634,1
0.546777757,0.529146609,3
0.214572829,0.113546749,1
0.565185079,0.840026672,2
0.269333696,0.13447693,1
0.603730446,0.592574049,3
0.240344414,0.048898326,1
0.260752625,0.08929379,1
0.510892731,0.824298974,2
0.601334445,0.562709838,3
0.268917854,0.131008726,1
0.611922367,0.605244143,3
0.22867792,0.114446119,1
0.27802012,0.164121584,1
0.235776723,0.110491819,1
0.644121315,0.543175557,3
0.590644494,0.549901431,3
0.273340027,0.142870671,1
0.205646172,0.139946872,1
0.619001256,0.574426262,3
0.640058057,0.562683871,3
0.229246947,0.08878091,1
0.583759919,0.554094238,3
0.616937666,0.583838414,3
0.553371014,0.503697735,3
0.512596975,0.822124219,2
0.527666624,0.808769326,2
0.543599382,0.508384427,3
0.492588121,0.841078568,2
0.195443223,0.08875968,1
0.233627384,0.050991898,1
0.48397727,0.839530007,2
0.26830903,0.146811777,1
0.165790096,0.102376253,1
0.183568619,0.135529347,1
0.617023747,0.537740257,3
0.553458986,0.599649263,3
0.648931315,0.577592766,3
0.560431865,0.778376723,2
0.534233575,0.789625505,2
0.496912986,0.798671835,2
0.54129015,0.819529248,2
0.563380716,0.602855584,3
0.254761499,0.11707499,1
0.611334172,0.552819216,3
0.547264581,0.77206656,2
0.577444761,0.565254316,3
0.474880234,0.860135902,2
0.49732272,0.804937373,2
0.593961181,0.549411531,3
0.549977729,0.554573838,3
0.573164619,0.552709093,3
0.634053545,0.589651594,3
0.541993673,0.810917798,2
0.473294634,0.782474687,2
0.214379513,0.167205716,1
0.243925963,0.094277586,1
0.219637201,0.122106442,1
0.276628421,0.090557939,1
0.274776442,0.066856379,1
0.24774351,0.095312085,1
0.270020525,0.167211349,1
0.588459003,0.561768098,3
0.51952986,0.815026356,2
0.262686451,0.153046842,1
0.470155447,0.781966388,2
0.23718455,0.109497329,1
0.586650037,0.570979166,3
0.519960666,0.800083552,2
0.276712787,0.16209388,1
0.2805768,0.105505155,1
0.561013864,0.795376607,2
0.252846895,0.131835238,1
0.234164435,0.117058214,1
0.587319248,0.522375626,3
0.592080117,0.534110647,3
0.523186356,0.811660617,2
0.595013007,0.540800575,3
0.588055758,0.602738979,3
0.232215647,0.114674161,1
0.600225802,0.551621496,3
0.273289928,0.104265383,1
0.643208376,0.522116251,3
0.635097046,0.54091675,3
0.561021104,0.509666024,3
0.296839686,0.141541205,1
0.248891258,0.10931978,1
0.280352581,0.081132651,1
0.203574607,0.065102965,1
0.560690898,0.535331027,3
0.233324958,0.112448876,1
0.275309045,0.090464476,1
0.51225558,0.844130159,2
0.197116435,0.157738837,1
0.182148268,0.156868835,1
0.232198921,0.11204204,1
0.251439207,0.156100658,1
0.221262661,0.103701131,1
0.238765567,0.177840552,1
0.169766636,0.125054478,1
0.519815289,0.813173223,2
0.232757868,0.116686197,1
0.234298601,0.15164179,1
0.54752407,0.842650001,2
0.583362904,0.55460675,3
0.612087014,0.507262843,3
0.209689288,0.117884844,1
0.616006928,0.585573979,3
0.618341945,0.590581892,3
0.261418249,0.08491653,1
0.243924878,0.114867469,1
0.563950739,0.577068062,3
0.238561145,0.113082177,1
0.202260655,0.158548534,1
0.496011654,0.778397423,2
0.59596381,0.572849939,3
0.25201239,0.136830514,1
